id,isbn,title,isbn13,asin,kindle_asin,marketplace_id,country_code,publication_date,publisher,language_code,is_ebook,books_count,best_book_id,reviews_count,ratings_sum,ratings_count,text_reviews_count,original_publication_date,original_title,media_type,num_ratings_5,num_ratings_4,num_ratings_3,num_ratings_2,num_ratings_1,average_rating,num_pages,format,edition_information,ratings_count_global,text_reviews_count_global,authors,illustrator,contributor,editor,translator,narrator,to_read,read,currently_reading,genres
3449501,0878754660,Autobiographies by Americans of Color: 1980-1984 an Annotated Bibliography,9780878754663,,,,ES,1997/11/1,Stuhr-Iwabuchi,,false,1,3449501,1,5,1,0,1997/1/1,"Autobiographies by Americans of Color, 1980-1994: ""An Annotated Bibliography""",,1,0,0,0,0,5.00,272,Hardcover,,1,0,Rebecca Stuhr-Rommereim,,,,,,,0,,
3450001,1555014941,Explore America,9781555014940,,,,ES,2003/1/1,Ballard & Tighe Publishers,,false,4,14902423,0,0,0,0,2003/1/1,,,0,0,0,0,0,0.00,7,Hardcover,,0,0,Carin Dewhirst,,,,,,,0,,
3450501,0130454362,Are You a Newrotic?: A Guide to Fashionable Psychological Disorders,9780130454362,,,,ES,1984/1/1,Prentice Hall,,false,2,3450501,2,3,1,0,1984/2/1,Are you a newrotic?: A guide to fashionable psychological disorders,,0,0,1,0,0,3.00,87,Unknown Binding,,1,0,John V. Flowers,,,,,,,0,,humor
3451001,3805526687,Pediatric neurosurgery,9783805526685,,,,ES,1978/2/1,Karger,,false,1,3451001,0,0,0,0,1978/2/1,Paediatric Neurosurgery (Modern problems in paediatrics),,0,0,0,0,0,0.00,283,Paperback,,0,0,"R. Villani,S. M. Gaini",,,,,,,0,,
3451501,0444107797,Abstract Analytic Number Theory,9780444107794,,,,ES,,,,false,4,4140042,3,3,1,0,1975/1/1,Abstract Analytic Number Theory,book,0,0,1,0,0,3.00,,,,0,0,John Knopfmacher,,,,,,2,0,,
3452001,0827373937,Comparative Perinatal and Pediatric Respiratory Care,9780827373938,,,,ES,,,,false,1,3452001,0,0,0,0,1997/1/15,Comprehensive Perinatal & Pediatric Respiratory Care Lab Manual,book,0,0,0,0,0,0.00,,,,0,0,Kent B. Whitaker,,,,,,,0,,
3452501,0713411139,"The Political Influence Of The British Monarchy, 1868 1952",9780713411133,,,,ES,,,,false,1,3452501,1,0,0,0,1970/5/28,"The political influence of the British monarchy, 1868-1952",,0,0,0,0,0,0.00,,,,0,0,Frank Hardie,,,,,,,0,,
3453001,0907689175,The Music of E.J. Moeran,9780907689171,,,,ES,1986/2/1,Toccata Press,,false,2,3453001,3,8,2,0,1986/1/1,The Music of E.J. Moeran,,0,2,0,0,0,4.00,288,Hardcover,,2,0,Geoffrey Self,,,,,,,0,,
3454501,0913660183,Cubal analysis: A post sexist model of the psyche,9780913660188,,,,ES,,,,false,2,3454501,0,0,0,0,,Cubal Analysis: A Post Sexist Model of the Psyche,,0,0,0,0,0,0.00,,,,0,0,Karin Blair,,,,,,,0,,
3455001,1846861683,I Wish I Were a Pilot,9781846861680,,,,ES,2008/3/1,Barefoot Books,,false,7,3455001,117,231,61,14,2005/1/1,I Wish I Were a Pilot (Barefoot Board Book) (Barefoot Board Books) (Barefoot Board Books),book,16,20,21,4,0,3.79,26,Board Book,,54,12,Stella Blackstone,,,,,,20,13,2,"adventure,childrens,juvenile,picture-books,poetry"
3455501,0515123617,The Magnolia Tree,9780515123616,,,,ES,1998/9/1,Jove,,false,1,3455501,19,31,9,0,1998/9/1,The Magnolia Tree,book,1,4,2,2,0,3.44,295,Paperback,,9,0,Martha Kirkland,,,,,,6,1,,"historical-fiction,regency"
3456001,0394480392,The Caravan,9780394480398,,,,ES,,,,false,4,454487,67,123,32,2,1971/11/30,The Caravan,book,6,17,8,0,1,3.84,,,,0,0,Stephen Gaskin,,,,,,27,4,2,
3457001,0373471998,Fly Away,9780373471997,,,,ES,1988/1/1,Harlequin,,false,2,3457001,12,7,2,0,1988/1/1,"Fly Away (Born in the USA, Wisconsin)",book,0,1,1,0,0,3.50,,Mass Market Paperback,,2,0,Pamela Browning,,,,,,4,0,,romance
3458001,0395277779,Walking Through Israel Walking Through Israel,9780395277775,,,,ES,1980/11/12,,,false,1,3458001,3,6,2,1,1980/11/12,WALKING THROUGH ISRAEL,,0,0,2,0,0,3.00,430,Hardcover,,2,1,Daniel Gavron,,,,,,1,0,,
3458501,3764331070,Percolation Theory For Mathematics (Progress In Probability And Statistics),9783764331078,,,,ES,,,,false,2,3458501,0,0,0,0,1982/1/1,Percolation Theory for Mathematics,,0,0,0,0,0,0.00,,,,0,0,Harry Kesten,,,,,,,0,,
3459001,0375719636,Random House Webster's Advanced English Dictionary,9780375719639,,,,ES,2001/6/5,Random House Reference,,false,1,3459001,3,0,0,0,1998/8/25,Random House Webster's Advanced English Dictionary,book,0,0,0,0,0,0.00,896,Paperback,Large Print,0,0,Random House,,,,,,2,0,,
3459501,0824071557,Plan Frolic And American Resources,9780824071554,,,,ES,1990/4/1,Garland Pub,,false,1,3459501,0,0,0,0,1990/4/1,"Plan Frolic and American Resources (America's Plans for War Against the Soviet Union, 1945-50)",,0,0,0,0,0,0.00,,Hardcover,,0,0,"David Alan Rosenberg,Steven T. Ross",,,,,,,0,,
3460001,0800625676,After the Apostles,9780800625672,,,,ES,1994/1/5,Augsburg Fortress Publishing,,false,1,3460001,19,16,6,0,1994/1/5,After the Apostles,,0,2,1,2,1,2.67,304,Paperback,,6,0,Walter H. Wagner,,,,,,10,0,1,
3460501,3442546397,"Ein Rest von Schuld (Inspector Rebus, #17)",9783442546398,,,,ES,2008/9/22,Goldmann,ger,false,64,1845403,17594,49191,11918,642,2007/9/6,Exit Music,book,4267,5317,1991,272,71,4.13,541,Hardcover,,5,0,Ian Rankin,,,,,,3018,36,255,"adult,crime,detective,fiction,murder-mystery,mystery,mystery-thriller,novels,suspense,thriller"
3461001,0714613584,One Hundred Years Inland Transport,9780714613581,,,,ES,1969/9/26,Routledge,,false,1,3461001,0,0,0,0,1969/9/26,One Hundred Years Inland Transport,,0,0,0,0,0,0.00,376,Hardcover,,0,0,Charles Ely Rose Sherrington,,,,,,,0,,
3462501,1848560680,Watchmen: The Art of the Film,9781848560680,,,,ES,2009/1/1,Titan Books (UK),,false,2,3462501,158,308,76,10,2009/1/1,Watchmen: The Art of the Film,,31,23,18,3,1,4.05,254,Hardcover,,75,9,Peter Aperlo,,,,,,15,2,2,"art,comics,contemporary,film,graphic-novels,movies,non-fiction"
3463501,0875231446,New Art of Keeping Fit Modern Methods for Men,9780875231440,,,,ES,,,,false,1,3463501,0,0,0,0,1978/9/1,New Art of Keeping Fit Modern Methods for Men,,0,0,0,0,0,0.00,,,,0,0,Joseph Edmundson,,,,,,,0,,
3464001,1577350200,Developing Assistive Technology for People with Disabilities: Papers from the 1996 Fall Symposium,9781577350200,,,,ES,1996/1/1,AAAI Press,,false,1,3464001,0,0,0,0,1996/1/1,Developing Assistive Technology for People with Disabilities: Papers from the 1996 Fall Symposium (Technical Report),,0,0,0,0,0,0.00,124,Spiral-bound,,0,0,,,,Holly Yanco,,,,0,,
3464501,1855855402,Elephants: Gentle Giants of Africa and Asia ,9781855855403,,,,ES,,,,false,5,2765101,7,11,3,0,1991/1/1,Elephants: Gentle Giants of Africa and Asia (Wildlife Series),book,0,2,1,0,0,3.67,,,,0,0,Marcus Schneck,,,,,,2,0,,"animals,nature,non-fiction,science"
3465501,9711041723,Upland Rice: A Global Perspective,9789711041724,,,,ES,,,,false,1,3465501,2,0,0,0,1986/6/1,Upland Rice: A Global Perspective,,0,0,0,0,0,0.00,,,,0,0,Jp. C. Gupta,,,,,,2,0,,
3466001,0387086013,Elektrische Messgerںate Und Messverfahren,9780387086019,,,,ES,,,,false,1,3466001,0,0,0,0,,Elektrische Messgerate und Messverfahren,,0,0,0,0,0,0.00,,,,0,0,Paul M Pflier,,,,,,,0,,
3466501,140654597X,"Chants for Socialists, and the Pilgrims of Hope",9781406545975,,,,ES,2007/8/31,Dodo Press,,false,1,3466501,5,5,1,0,,,book,1,0,0,0,0,5.00,76,Paperback,,1,0,William Morris,,,,,,4,0,,
3467001,0821850229,"Central Extensions, Galois, Groups and Ideal Class Groups of Number Fields (Contemporary Mathematics)",9780821850220,,,,ES,,,,false,1,3467001,0,0,0,0,1983/12/1,"Central Extensions, Galois, Groups and Ideal Class Groups of Number Fields (Contemporary Mathematics)",,0,0,0,0,0,0.00,,,,0,0,Albrecht Fröhlich,,,,,,,0,,
3467501,0662364260,Voting Counts: Electoral Reform for Canada,9780662364269,,,,ES,2004/1/1,Law Commission of Canada,,false,1,3467501,1,3,1,1,2004/1/1,Voting Counts: Electoral Reform for Canada,,0,0,1,0,0,3.00,209,Hardcover,,1,1,Law Commission of Canada,,,,,,,0,,
3468001,3930258234,"Der Science Fiction-Film: Ursprunge, Geschichte, Technik",9783930258239,,,,ES,1996/1/1,Coppi-Verlag,,false,1,3468001,0,0,0,0,,"Der Science fiction-Film: Ursprunge, Geschichte, Technik (Aufsatze zu Film und Fernsehen im Coppi-Verlag)",,0,0,0,0,0,0.00,,Unknown Binding,,0,0,Axel Mehlem,,,,,,,0,,
3468501,9027717834,Fourier Transform Infrared Spectroscopy: Industrial Chemical and Biochemical Applications,9789027717832,,,,ES,1984/11/30,Springer,,false,2,18575013,0,0,0,0,1984/11/30,,,0,0,0,0,0,0.00,192,Hardcover,,0,0,,,,Theophile Theophanides,,,,0,,
3469501,0340635169,Good Benito,9780340635162,,,,ES,1994/1/1,Sceptre,eng,false,15,16800,1287,2831,842,60,1995/1/1,Good Benito,book,91,279,337,114,21,3.36,218,Paperback,,4,1,Alan Lightman,,,,,,34,13,1,"adult,adult-fiction,american,contemporary,fantasy,fiction,historical-fiction,literary-fiction,literature,memoir,novels,science,young-adult"
3470001,0713134283,Electromagnetic Levitation And Suspension Techniques,9780713134285,,,,ES,,,,false,1,3470001,1,0,0,0,,Electromagnetic Levitation and Suspension Techniques,,0,0,0,0,0,0.00,,,,0,0,B. Jayawant,,,,,,1,0,,
3470501,0809495872,The Indians of California: The Native Americans,9780809495870,,,,ES,1999/6/1,Time Life Books,,false,2,3470501,32,41,11,1,1994/1/1,The Indians of California (American Indians),book,2,4,5,0,0,3.73,192,Hardcover,,9,1,Time-Life Books,,,,,,12,1,,"american,american-history,anthropology,history,literature"
3471001,0824797787,Materials Selection for Hydrocarbon and Chemical Plants,9780824797782,,,,ES,1996/8/1,CRC Press,,false,1,3471001,0,0,0,0,1996/8/8,Materials Selection for Hydrocarbon and Chemical Plants,,0,0,0,0,0,0.00,412,Hardcover,,0,0,David A. Hansen,,,,,,,0,,
3471501,389903497,Der Gotteswahngekürzte Lesung,9783899034974,,,,ES,,,,false,116,14743,410880,790893,202792,7570,2006/10/1,The God Delusion,book,74064,69118,35969,12553,11088,3.90,,,,2,0,Richard Dawkins,,,,,,180687,240,11913,"anthropology,christianity,classics,contemporary,fiction,history,non-fiction,philosophy,politics,psychology,reference,religion,science,society,sociology,spirituality,theology,unfinished"
3472001,3492021778,9mal Osterreich,9783492021777,,,,ES,,,,false,1,3472001,0,0,0,0,1976/1/1,9mal [i.e. Neunmal] Osterreich (Panoramen der modernen Welt),,0,0,0,0,0,0.00,,,,0,0,Alfred Prokesch,,,,,,,0,,
3473001,8804480262,Diario sentimentale,9788804480266,,,,ES,,,ita,false,6,3473001,46,66,18,1,1956/1/1,Diario sentimentale,book,2,9,6,1,0,3.67,,Unknown Binding,,15,1,Vasco Pratolini,,,,,,15,0,1,
3474001,0397510632,Urologic Pathology,9780397510634,,,,ES,1992/1/1,Lippincott Williams & Wilkins,,false,3,2203113,3,0,0,0,2007/8/1,Urologic Pathology,book,0,0,0,0,0,0.00,781,Hardcover,,0,0,Robert O. Petersen,,,,,,,0,1,
3474501,0393084396,Faithful Are the Wounds,9780393084399,,,,ES,1972/4/1,W. W. Norton & Company,,false,6,941728,204,347,90,17,1955/1/1,Faithful Are the Wounds,book,20,45,19,4,2,3.86,281,Hardcover,,0,0,May Sarton,,,,,,87,6,7,"academic,classics,college,fiction,historical-fiction,lgbt,literature,psychology,relationships"
3475501,1900715023,View from Belmont,9781900715027,,,,ES,1997/7/1,Peepal Tree Press Ltd.,,false,1,3475501,1,3,1,0,1997/7/1,View from Belmont,,0,0,1,0,0,3.00,222,Paperback,,1,0,Kevyn Arthur,,,,,,,0,,
3476001,0819437891,Advances in Laboratory-Based X-Ray Sources and Optics,9780819437891,,,,ES,2001/2/28,SPIE-International Society for Optical Engineering,,false,1,3476001,0,0,0,0,2000/11/1,Advances in Laboratory-Based X-Ray Sources and Optics (SPIE proceedings series),,0,0,0,0,0,0.00,240,Hardcover,,0,0,,,,Carolyn A. MacDonald,,,,0,,
3476501,0913131083,Minute Manual for Apple Writer,9780913131084,,,,ES,,,,false,1,3476501,0,0,0,0,1985/6/1,Minute Manual for Apple Writer,,0,0,0,0,0,0.00,,,,0,0,Jim Pirisino,,,,,,,0,,
3477001,0836980549,Early Medieval Philosophy,9780836980547,,,,ES,,,,false,2,3477001,0,0,0,0,2012/3/17,,,0,0,0,0,0,0.00,,,,0,0,George Bosworth Burch,,,,,,,0,,
3477501,0586043705,Rock File 4,9780586043707,,,,ES,1976/8/5,Panther Books Ltd.,eng,false,1,3477501,11,9,3,1,1976/1/1,Rock File 4,book,0,0,3,0,0,3.00,400,Paperback,,3,1,"Anne Fowler,Pete Fowler,Stephen Nugent",,,"Charlie Gillett,Simon Frith",,,4,0,,music
3478501,0872263789,The Sea Tiger,9780872263789,,,,ES,1994/11/1,Peter Bedrick Books,,false,2,3478501,21,24,6,0,1994/11/1,The Sea Tiger (20th Century Fairy Tales),,1,4,1,0,0,4.00,,Hardcover,,4,0,Terry Jones,,,,,,9,1,,
3479001,0471347256,Educational Perspectives in Learning Disabilities,9780471347255,,,,ES,1971/12/31,John Wiley & Sons,,false,1,3479001,1,0,0,0,1971/11/10,Educational Perspectives in Learning Disabilities,,0,0,0,0,0,0.00,420,Hardcover,,0,0,"Donald D. Hammill,Nettie R. Bartel",,,,,,,0,,
3479501,3878089414,The History And Historiography Of Commonwealth Literature,9783878089414,,,,ES,,,,false,1,3479501,1,0,0,0,,History and Historiography of Commonwealth Literature,,0,0,0,0,0,0.00,,,,0,0,D. Riemenschneider,,,,,,1,0,,
3480001,0830699996,"Towers' International transistor selector: Specification data for the identification selection, and substitution of transistors",9780830699995,,,,ES,,,,false,1,3480001,1,0,0,0,1977/1/1,"Towers' International transistor selector: Specification data for the identification selection, and substitution of transistors",,0,0,0,0,0,0.00,,,,0,0,T.D.  Towers,,,,,,1,0,,
3480501,092958712X,Rebels and Democrats: The Struggle for Equal Political Rights and Majority Role During the American Revolution,9780929587127,,,,ES,1989/8/1,Ivan R. Dee Publisher,,false,1,3480501,24,31,8,2,1989/8/25,Rebels and Democrats: The Struggle for Equal Political Rights and Majority Role During the American Revolution,,2,3,3,0,0,3.88,384,Paperback,,8,2,Elisha P. Douglass,,,,,,8,0,1,history
3481501,0841908834,Across the River,9780841908833,,,,ES,,,,false,2,3481501,1,0,0,0,,Across the River: Politics and Education in the City,,0,0,0,0,0,0.00,,,,0,0,Joseph Viteritti,,,,,,1,0,,
3482001,0415361222,The Legalisation of Human Rights  Multidisciplinary Approaches,9780415361224,,,,ES,2005/11/11,Routledge,,false,1,3482001,0,0,0,0,2005/11/11,The Legalisation of Human Rights  Multidisciplinary Approaches,,0,0,0,0,0,0.00,220,Hardcover,,0,0,Meckled-Garcia,,,,,,,0,,
3482501,072321557X,The Observer's Book Of Vegetables,9780723215578,,,,ES,,,,false,1,3482501,1,0,0,0,1977/3/1,The Observer's Book of Vegetables (Observer's Pocket),,0,0,0,0,0,0.00,,,,0,0,Allan A. Jackson,,,,,,1,0,,
3483001,086698108X,Saint Patrick's Purgatory: A Poem,9780866981088,,,,ES,1993/1/1,Medieval & Renaissance Texts & Studies,,false,6,3483001,37,45,12,0,1894/1/1,Saint Patrick's Purgatory: A Poem by Marie De France (Medieval and Renaissance Texts and Studies),book,2,6,3,1,0,3.75,178,Hardcover,,11,0,"Marie de France,Michael J. Curley",,,,,,13,0,,"classics,poetry"
3483501,1900650045,Translation And Literary Criticism: Translation As Analysis,9781900650045,,,,ES,1998/1/12,Routledge,,false,1,3483501,8,11,3,0,1998/1/12,Translation and Literary Criticism (Translation Theories Explained),,1,0,2,0,0,3.67,128,Paperback,,3,0,Marilyn Gaddis Rose,,,,,,3,0,,language
3484001,0140093672,"Brit-Think, Ameri-Think: A Transatlantic Survival Guide",9780140093674,,,,ES,1987/6/2,Penguin Books,,false,4,13467,770,957,294,42,1986/1/1,"Brit-Think, Ameri-Think: A Transatlantic Survival Guide",book,38,77,116,48,15,3.26,144,Paperback,,20,4,Jane Walmsley,,,,,,378,9,13,"adult,comedy,cultural,funny,history,humor,language,non-fiction,philosophy,politics,psychology,reference,self-help,society,sociology,travel"
3484501,0837165792,The Essentials of Theism,9780837165790,,,,ES,1973/3/12,Greenwood Press,,false,1,3484501,0,0,0,0,1973/3/12,The Essentials of Theism,,0,0,0,0,0,0.00,151,Hardcover,,0,0,Denis John Bernard Hawkins,,,,,,,0,,
3485001,0932412629,Starting Friction,9780932412621,,,,ES,2008/3/15,Mayapple Press,,false,1,3485001,6,4,1,0,2008/3/15,Starting Friction,book,0,1,0,0,0,4.00,38,Paperback,,1,0,Tenea D. Johnson,,,,,,4,0,,
3485501,0810108453,"Genesis of The Brothers Karamazov: The Aesthetics, Ideology, and Psychology of Making a Text",9780810108455,,,,ES,1990/10/1,Northwestern University Press,,false,3,118731,29,29,9,0,1990/10/1,"Genesis of The Brother Karamazov: The Aesthetics, Ideology, and Psychology of Making a Text (Series in Russian Literature and Theory)",,1,2,5,0,1,3.22,199,Hardcover,,0,0,Robert L. Belknap,,,,,,19,2,1,
3486001,9509109215,"Costos De Produccion, Unidad Economica Y Tasaciones Rurales (Spanish Edition)",9789509109216,,,,ES,,,,false,1,3486001,0,0,0,0,,"Costos de produccion, unidad economica y tasaciones rurales",,0,0,0,0,0,0.00,,,,0,0,Maria Elena González,,,,,,,0,,
3487001,0811725960,Veteran's Guide to Benefits,9780811725965,,,,ES,1994/10/1,Stackpole Books,,false,5,13792574,2,0,0,0,1994/11/1,,,0,0,0,0,0,0.00,264,Paperback,,0,0,P. J. Budahn,,,,,,2,0,,
3488001,0830813403,Reaching a New Generation,9780830813407,,,,ES,1993/1/1,IVP Books,,false,2,1086804,12,12,3,0,1992/12/1,Reaching a New Generation: Strategies for Tomorrow's Church,,1,1,1,0,0,4.00,140,Hardcover,,1,0,Alan J. Roxburgh,,,,,,1,0,,reference
3488501,0471120367,Global Operations and Logistics: Text and Cases,9780471120360,,,,ES,1998/3/19,Wiley,,false,1,3488501,6,11,3,0,1998/3/1,Global Operations and Logistics: Text and Cases,,0,2,1,0,0,3.67,480,Hardcover,,3,0,Ricardo Ernst,,,,,,1,0,,
3489001,0809071592,Multinational Companies and the Third World,9780809071593,,,,ES,1973/1/1,Hill & Wang,,false,3,3489001,0,0,0,0,1973/1/1,Multinational companies and the third world,,0,0,0,0,0,0.00,294,Unknown Binding,,0,0,Louis Turner,,,,,,,0,,
3489501,0854946705,"Patrolling The Herms: Social Structure, Cosmology And Pollution Concepts In Southern Africa",9780854946709,,,,ES,,,,false,1,3489501,0,0,0,0,,"Patrolling the herms: Social structure, cosmology and pollution concepts in southern Africa (Raymond Dart lectures)",,0,0,0,0,0,0.00,,,,0,0,W.D. Hammond-Tooke,,,,,,,0,,
3490001,0880910925,Research: Successful Approaches for the Nutrition and Dietetics Professional,9780880910927,,,,ES,1992/1/1,American Dietetic Association,,false,3,2489006,6,4,1,1,1992/1/1,Research: Successful Approaches,,0,1,0,0,0,4.00,449,,,0,0,Elaine R. Monsen,,,,,,2,0,,
3490501,1562395742,Dachshunds,9781562395742,,,,ES,1998/4/1,Checkerboard Books,,false,3,20357089,2,5,1,0,1998/4/1,,book,1,0,0,0,0,5.00,24,Hardcover,,1,0,Stuart A. Kallen,,,,,,,0,,
3491001,0306444380,Behavioral Interventions with Brain-Injured Children,9780306444388,,,,ES,1993/11/30,Springer,,false,1,3491001,1,0,0,0,1993/11/30,Behavioral Interventions with Brain-Injured Children (Critical Issues in Neuropsychology),,0,0,0,0,0,0.00,186,Hardcover,,0,0,Arthur MacNeill Horton Jr.,,,,,,,0,,
3492001,078620947X,"Forever, Erma",9780786209477,,,,ES,1997/2/1,Thorndike Press,,false,11,235068,3106,7090,1659,166,1996/1/1,"Forever, Erma: Best-Loved Writing from America's Favorite Humorist",book,809,557,242,40,11,4.27,490,Hardcover,Large Print,13,2,Erma Bombeck,,,,,,822,23,302,"adult,autobiography,biography,classics,comedy,essays,faith,fiction,funny,humor,memoir,non-fiction,parenting,philosophy,short-stories"
3492501,080468605X,Colonial Churches in Virginia,9780804686051,,,,ES,1972/1/1,Kennikat Press,,false,1,3492501,0,0,0,0,1972/1/1,Colonial churches in Virginia (Middle Atlantic States historical publications series),,0,0,0,0,0,0.00,94,Hardcover,,0,0,Henry Irving Brock,,,,,,,0,,
3493501,1568021828,Directory of Congressional Voting Scores and Interest Group Ratings,9781568021829,,,,ES,,,,false,3,15575994,0,0,0,0,1997/6/1,,,0,0,0,0,0,0.00,,,,0,0,J. Michael Sharp,,,,,,,0,,
3494001,9075323395,de Barre Winter Van Negentig,9789075323399,,,,ES,,,,false,1,3494001,10,11,3,0,,De barre winter van negentig,book,0,2,1,0,0,3.67,,,,3,0,Herman de Man,,,,,,5,0,,
3494501,3631419147,Koloniale Eroberung Und Kulturelle Identitaet: Zur Geschichte Der Franzoesischsprachigen Literatur Algeriens,9783631419144,,,,ES,1989/5/1,"Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften",,false,1,3494501,0,0,0,0,,,,0,0,0,0,0,0.00,283,Paperback,,0,0,Belkacem Ahmed-Ouamar,,,,,,,0,,
3495001,1568951248,For All Time,9781568951249,,,,ES,1996/12/12,Wheeler Publishing,,false,6,22662883,149,164,47,11,1992/10/1,For All Time,book,9,17,11,8,2,3.49,346,Hardcover,Large Print,1,0,Parris Afton Bonds,,,,,,64,7,6,"fiction,historical,romance,time-travel"
3495501,0844285072,Japanese Etiquette and Ethics in Business,9780844285078,,,,ES,1986/9/1,Passport Books,,false,3,1421869,56,66,20,4,1994/1/11,Japanese Etiquette & Ethics In Business,,4,6,4,4,2,3.30,182,Paperback,,0,0,Boyé Lafayette de Mente,,,,,,22,0,1,"anthropology,business,non-fiction,school"
3496001,0306447592,International Handbook of Phobic and Anxiety Disorders in Children and Adolescents,9780306447594,,,,ES,1994/9/30,Springer,en-GB,false,2,3496001,0,0,0,0,1994/9/30,International Handbook of Phobic and Anxiety Disorders in Children and Adolescents (Issues in Clinical Child Psychology),book,0,0,0,0,0,0.00,496,Hardcover,,0,0,,,,"Neville J. King,Thomas H. Ollendick,William Yule",,,,0,,
3496501,0675088127,Criticism of oral rhetoric,9780675088121,,,,ES,,,,false,1,3496501,0,0,0,0,1974/1/1,Criticism of oral rhetoric,,0,0,0,0,0,0.00,,,,0,0,Carroll C Arnold,,,,,,,0,,
3497001,068970528X,The New York Times Guide To Dining Out In New York,9780689705281,,,,ES,,Atheneum Books,,false,1,3497001,0,0,0,0,,The New York Times Guide to Dining Out in New York,,0,0,0,0,0,0.00,249,Hardcover,,0,0,John Canaday,,,,,,,0,,
